Lipid,PVal_WT,FC_W,PVal_KO,FC_KO,PVal_DKO,FC_DKO,Category
Cer d34:1,0.911503154802875,1.0169646344997056,0.7748751086093829,1.0571959958960375,0.039279915190997584,0.6908556507177495,
Cer d38:1,0.5250564964067556,0.9435359252855978,0.5934931726665535,1.0420046666175877,0.8959279550727031,0.9852054971958907,
Cer d42:2,0.005049181326870593,0.591951983600619,0.3113853354682273,1.479319666722939,0.11018220496904205,0.6136437512320376,
DAG 32:0,0.026772122030255776,1.367952419188577,0.5380042383291435,1.143017822753457,0.28277344618331135,0.8948180823379286,WT
DAG 34:1,0.0025343376747348953,10.518129497727873,0.46809731071208827,1.3444131746988905,0.13287136406997624,0.6761291064438973,WT
DAG 36:2,0.001980868932631606,7.265708452887156,0.4890964426183767,1.325497433286076,0.09571545131324191,0.6689605365482051,WT
DAG 36:3,0.0009654297026006293,10.178295142892582,0.4824172202847411,1.3002312311819397,0.09765471076499932,0.7096389553644342,WT
DAG 36:4,0.0013842948673248464,3.4741074124994866,0.4469981440450574,1.2202794444399767,0.22601799964335792,0.8324046809734087,WT
DAG 38:4,0.9052060995820336,1.0249333515403642,0.0030293240140409853,2.1384315201871718,0.1273622696947677,1.3785612604651531,MARCO
LPC 14:0,0.04547011297489847,0.671213344541645,0.04634433970038741,1.4469653915796625,0.05049874556454361,1.4113978890727628,MARCO
LPC 15:0,0.010587390309386102,0.7515137434119833,0.1842946193833892,1.1362432377834866,0.24270845424964152,1.0591577595718284,
LPC 16:0,0.12943134076764073,0.908482437697584,0.022593322242660835,1.1905154233024775,0.09369861150169931,1.131355060354974,MARCO
LPC 16:1,0.013536645146466905,0.7717653607964269,0.3197340712421542,1.18775678780259,0.16813524219808804,1.1455148869574885,
LPC 17:0,0.010502983724662815,0.8139975031861447,0.08920511100236247,1.1719424609257427,0.2548032213379655,1.14337762462041,
LPC 17:1,0.0647528860649211,0.7465660396591245,0.49692855482312037,1.1075730310322744,0.011406753071037898,1.192795206657564,PIK3
LPC 18:0,0.01930081092753475,0.906409687896014,0.19139558023988423,1.1896263782856087,0.003380735270208438,1.376689029520268,PIK3
LPC 18:1,0.10497758265596542,0.8973897063758481,0.1793765457487389,1.1088341719320214,0.07732179211099745,1.1372964590979087,
LPC 18:2,0.0012424157014176397,1.4668634737533526,0.2700513905745083,1.1594715282788663,0.17891777348228358,1.1688411531730531,WT
LPC 20:0,0.6090218739261359,1.0660792756557564,0.2102112836599311,1.2726946913715473,0.0018138381158992313,1.7015390392185956,PIK3
LPC 20:1,0.5231062653392397,1.0486292029256779,0.15210084431215382,1.1845854085068408,0.014759133884984206,1.2724614991102348,PIK3
LPC 20:3,0.00015441230696684833,0.4748753988596646,0.13010262179859583,1.3282777243223016,0.03812538477512805,1.4403543250072375,PIK3
LPC 20:4,0.00010994136686245792,0.4553256863458702,0.26561307896613506,1.1692826988510074,0.06363475776086047,1.261411812100191,
LPC 22:4,0.0019679247829937855,0.5992476988786083,0.6058138795383989,0.9254921686948532,0.810006897147167,0.9642379339073773,
LPC 22:5,0.000129441858116292,0.4852559354379187,0.6864266104713221,1.0764189446899233,0.2494785303241736,1.2445194167809723,
LPC 22:6,3.666786968202592e-05,0.4496532670978667,0.6439386034874237,1.0876139421621707,0.1042221223871921,1.3095858674638048,
LPC O-16:0,0.003736650289139184,0.8855674126599152,0.0034428560110340636,1.40636984951187,0.002427209504880139,1.4543855821904015,MARCO;PIK3
LPC O-16:1,0.03080943048742705,0.8247220094167491,0.030663274511670398,1.1929113059992038,0.05586511276278091,1.1968204951786605,MARCO
LPC O-18:0,0.023939310134325563,0.8294969539745275,0.09078801646810278,1.6294116401317869,0.00042715869339248624,2.2326200435253702,PIK3
LPC O-18:1,0.04189624324805915,0.8616814470158709,0.006767667069111594,1.3491771623389515,0.004337487367791349,1.522697694742145,MARCO;PIK3
LPE 16:0,0.004227877441839317,1.7654902812450082,0.056651436831701214,1.2744988937995323,0.11060535782931588,1.3394580160149145,WT
LPE 18:0,0.003876847795037351,1.6710968206618892,0.13539949631140918,1.3054204039098611,0.004971009263213539,1.5098178776132263,WT;PIK3
LPE 20:3,5.706019993659124e-06,1.9128665639217903,0.079674879819426,1.2921942312403663,0.00020957290417946128,1.5904038723991252,WT;PIK3
LPE 20:4,0.015416141568087783,0.6394219436025373,0.05447754266646108,1.3247153016456334,0.004856311908111252,1.467122849810238,PIK3
LPE 22:6,0.26534179163563293,1.1704065937326613,0.014814343916620584,1.5210726856169148,0.0005941505936607696,1.5650265653384365,MARCO;PIK3
PC 30:0,0.009966878480978273,1.1822387040939772,0.00022339542489775317,1.8062540495063935,0.0002605699144741821,1.7285171577379261,WT;MARCO;PIK3
PC 32:0,0.03372721426267517,0.8522775974383126,0.02572181980395559,1.3641377527778091,0.0080688713626565,1.243673100822625,MARCO;PIK3
PC 32:1,3.500837895866963e-05,1.9701333699150654,0.0006720469413450759,1.5004982241839386,0.00010255612339163243,1.4690303007022663,WT;MARCO;PIK3
PC 32:3,0.021912898169290356,1.2117615684074323,0.00016619189031372037,1.892625108830387,0.00033851043767623183,1.8495752619778572,WT;MARCO;PIK3
PC 33:0,0.0005935648516439868,0.7389767387049085,0.0033089499349192152,1.5626619418453258,0.0813466411969312,1.1979826969478407,MARCO
PC 33:1,0.006187835393657547,1.373264113850256,0.0004489907860319757,1.6144837503657394,0.0006169947109567889,1.479113351657642,WT;MARCO;PIK3
PC 34:0,0.00022177974467149463,0.6075358171750641,0.05503834986168038,1.450832290007324,0.8259993480682015,1.0253256827649473,
PC 34:1,4.0303993936949025e-05,2.1154375275148514,0.0033789827167827273,1.412637119096426,0.0010125436128401004,1.2044037568043897,WT;MARCO;PIK3
PC 34:2,4.605355809425851e-07,4.334286027220907,0.000261061898287228,1.617228579911694,2.764584728120674e-05,1.3922919773723177,WT;MARCO;PIK3
PC 34:3,9.648210665050136e-09,3.983055035451756,0.00044871406164964845,1.6096585307125075,1.7769108505593595e-07,1.6295874798331822,WT;MARCO;PIK3
PC 34:4,0.00042432480362778174,1.5335185251029986,4.982737738059347e-06,1.7554713822234418,0.00010691445069128926,1.9732619830672273,WT;MARCO;PIK3
PC 35:2,3.9306211711692295e-06,2.955313329104762,0.0002894316711038922,1.6561485063699108,8.377871330991601e-05,1.3923131562415005,WT;MARCO;PIK3
PC 35:5,0.0006260184836816316,2.636228076821776,0.02774317280491232,1.6877691039082536,0.007262450900565822,1.4644869074489721,WT;MARCO;PIK3
PC 36:1,0.001552617619693675,1.4884690826039084,0.014977762589446534,1.412649809284879,0.37232336529441795,1.0604795122100852,WT;MARCO
PC 36:2,2.761585428940806e-06,3.7375098032810783,0.0023067149973693547,1.459822459853882,0.0013479886452781302,1.1710390981297951,WT;MARCO;PIK3
PC 36:3,2.0914753996393405e-06,3.6170702450806975,0.00020008378449109452,1.5335665455800223,3.353390709178757e-05,1.3342428683690792,WT;MARCO;PIK3
PC 36:4,0.9696363482985806,0.9985068395915923,0.0009283435937033409,1.4959050176713076,4.589740110351751e-05,1.576279062685139,MARCO;PIK3
PC 36:5,4.565046355563864e-05,1.6518899596513343,0.0009728009106030325,1.4306800143587877,0.00010969107583368588,1.603884176671334,WT;MARCO;PIK3
PC 37:1,0.4750273502999568,0.8166456674801854,0.02097430357661989,2.1244589169343784,0.5444549367119944,1.1906213569012312,MARCO
PC 37:4,0.1414889546298334,0.902745931453013,0.00026164873778786716,1.5975084242702602,9.758977610203438e-05,1.5463164225655794,MARCO;PIK3
PC 38:1,0.024590559670628384,1.5026237865745227,0.05207988452763928,1.6949924066329467,0.2866485918319538,0.9111167578611421,WT
PC 38:2,5.645897597797699e-05,2.306385160878849,0.042395973793316014,1.4708154080578764,0.6061054127489423,0.9739454803623955,WT;MARCO
PC 38:3,0.03523853670260771,0.886214293416336,0.0016319105156113456,1.4918321575282045,0.23180115330912576,1.3852730836588987,MARCO
PC 38:4,0.025642405180685588,0.8714661627438026,0.005676308719481694,1.3930407897566188,0.005737392386365446,1.2217536937634117,MARCO;PIK3
PC 38:5,0.00028802948429719136,1.5061849219159953,0.0006668694447265369,1.4853546429671567,4.1955573836061466e-05,1.5782512946309362,WT;MARCO;PIK3
PC 38:6,0.000879981157350559,1.4291716291489054,0.00023079952998774841,1.5853584807818148,0.0009283969320776465,1.4983824293243075,WT;MARCO;PIK3
PC 39:5,0.17375846323506575,1.1407336415833307,0.0016333839442687213,1.5123253887862744,0.0073712968541136,1.4876008545503976,MARCO;PIK3
PC 40:5,0.4383603903433779,0.8811654208555674,0.3969935976480322,1.1651792343337395,0.26936544735658474,1.4406726207301317,
PC 40:6,0.08240819122231818,1.1561682540820444,0.0011002797616032507,1.6478266213511918,0.006677057260256712,1.3366260002013746,MARCO;PIK3
PC 42:4,0.005588316267732673,0.7091182479046568,0.014951306920223163,1.66862393997554,0.2557358569884665,0.8718302680996357,MARCO
PC 42:5,0.015233668019564372,1.6776888872098545,0.0006843812537423603,1.6954783179897688,0.24476124965460577,1.1185647716539642,WT;MARCO
PC O-32:0,0.01562905200937732,0.7592267124083418,0.08949948495568837,1.2842932783312595,0.2855609658627656,1.0926628505760843,
PC O-32:1,0.9280131152850932,0.9896924266460799,0.11507652419873464,1.261331451851271,0.23251064920704437,0.8379536677899725,
PC O-34:0,0.0001839788540433735,0.4799251064776548,0.024279923522582972,1.955836180935576,0.12739742651749777,1.4045876295515058,MARCO
PC O-34:1,6.400690867480711e-05,1.7468634509207166,0.0021783955441926498,1.530768631257888,0.00016026882714554653,1.3977030890877074,WT;MARCO;PIK3
PC O-34:2,1.0569364616203171e-05,2.9785054757407883,0.0016653423592172187,1.4303478196788224,1.0838086506154177e-05,1.3902317742170827,WT;MARCO;PIK3
PC O-36:2,2.8291847057316686e-06,2.765010860922191,0.0012621966328370232,1.6454551244858002,1.3568215140832994e-05,1.2828519876309368,WT;MARCO;PIK3
PC O-36:4,0.0003286064650919225,0.6491388086093647,0.0017236003434003841,1.4655596123456505,0.0003845363112012005,1.437216704860028,MARCO;PIK3
PC O-36:5,0.00012922841144911594,0.5212192285711436,0.0012915734302812376,1.3844761823395748,0.003494378065815479,1.2426826533732307,MARCO;PIK3
PC O-38:4,0.004939280630456215,0.8169062035457142,0.002905750883768995,1.5178568344873062,0.002612541469373697,1.1397668053880057,MARCO;PIK3
PC O-38:5,0.0016883937485605897,0.7346502040043246,0.003463923001649174,1.4250798724479152,0.0004905834727468784,1.4053460316069595,MARCO;PIK3
PC O-38:6,0.004383346657670745,0.8166437346121737,0.0003531414418584729,1.6019515300918585,0.00011061454746933542,1.4198561771502256,MARCO;PIK3
PC O-40:4,0.0062286751320137735,0.7508484346913702,0.003490988396279824,1.779965442864685,0.26294433047423055,0.910298627946235,MARCO
PC O-40:5,0.3451194896388954,1.05525798720509,0.0025185470620847873,1.4997356978756762,0.06742351574020096,0.9366462415088506,MARCO
PC O-40:7,0.018175246565982375,1.1812178803372202,0.0010661922794479048,1.5081866204509657,0.0012193498434412014,1.4324855581463234,WT;MARCO;PIK3
PE 33:1,0.0006096244241819019,2.097553013974904,3.4425946225324565e-05,1.7000178605884082,4.793671719908985e-06,2.0062495099192206,WT;MARCO;PIK3
PE 34:1,0.0035764083248934534,2.1874726614919644,0.005882205298967791,1.5821448323838876,0.017505928824358988,1.232510522233166,WT;MARCO;PIK3
PE 34:2,0.0001828060123261904,2.7889721995522847,0.0005200429472808065,1.5435290910653117,0.0026873309414310056,1.3867158297097812,WT;MARCO;PIK3
PE 35:3,0.1085037329390822,1.2047104152446775,2.221233119937411e-05,1.7125507779780422,0.00014569993701651465,1.7347076646327455,MARCO;PIK3
PE 36:0,0.008141157570469052,0.7230879898885098,0.0018909985236594117,1.443505494542853,0.08403852293029204,1.141730259024215,MARCO
PE 36:2,7.667257500631708e-05,3.873042515979566,0.023155994233120234,1.5113629176913,0.06586105038892077,1.1494432126691778,WT;MARCO
PE 36:4,0.00011943671234944819,1.9492592715730823,0.003209799885406963,1.4140197387717681,5.426918231044624e-05,1.5271260737932855,WT;MARCO;PIK3
PE 37:4,0.0002826992638441096,2.1132159374416695,9.14310549135595e-05,1.4409959147948934,0.0001493180846756134,1.4816506258114353,WT;MARCO;PIK3
PE 38:4,0.2660875594690246,1.1442094335599755,0.007330983669526684,1.6655856660989894,0.005134752510149015,1.3397920999777742,MARCO;PIK3
PE 38:5,9.69018685272411e-05,2.4318515580935625,0.0034122610249706516,1.441313010682761,0.0016659354572323365,1.3225663288342877,WT;MARCO;PIK3
PE 38:6,0.00011234213496480793,2.159986306916785,0.0015094915956094038,1.590120014422846,5.690197537217942e-05,1.6371600398431516,WT;MARCO;PIK3
PE 40:4,0.05756767772979723,1.2955575770193133,0.041851968766013437,1.5746714046814587,0.25163849015502643,0.9052824978246331,MARCO
PE O-34:3,0.0011023712135136302,3.0200809759344165,0.021661154658540453,1.384674366106671,0.20339317204830626,1.150291100514548,WT;MARCO
PE O-36:5,0.08214024107115277,0.8814037379294616,0.004209795031562126,1.472318851460011,0.000711014448940399,1.3976264960420746,MARCO;PIK3
PE O-38:4,0.7892865109420846,0.9575288257382945,0.4957900488199125,1.0995469288464643,0.006035813596390956,0.3304135850493213,
PE O-38:5,0.014803246971133478,0.7268273014354456,0.025003773623742016,1.5029195450275783,0.563455028459597,1.040089296026944,MARCO
PE O-38:6,0.7190491117402256,0.9729763237887493,0.002761932751398081,1.5560968972299474,0.00038609038008845275,1.4552233582382619,MARCO;PIK3
PE O-38:7,0.018121382923299355,1.4691417284576538,0.003477367215316552,1.459774155448947,7.176580424917232e-05,1.3731166248767082,WT;MARCO;PIK3
PE O-40:4,0.002147631395293133,0.4802273280750466,0.1287561340932057,1.3706816474955732,0.21708199616904558,1.2488448932043807,
PE O-40:6,0.14345637351832521,1.477642852278999,0.06124108170577632,1.8404502625030619,0.2233987994655222,0.769003535077184,
PI 36:5,0.017068122690786516,1.5409621821501296,0.20606679146457005,0.844406913665366,0.6905511277119847,1.0575539842375248,WT
PI 38:4,0.005255338441129655,1.6649555183348144,0.19003726970426355,1.1939406192541588,0.4140685596249011,1.1576950537143653,WT
PS 34:0,0.34814582339165845,0.9654056621693863,0.4742759483909187,1.033145730481554,0.0032023325717998523,1.1248457177494038,PIK3
PS 34:1,0.00015940042976121327,3.1576768491687397,0.0033334075068196098,1.5326096693436975,0.012162677454981419,1.3695048321360739,WT;MARCO;PIK3
PS 36:0,0.4860092406156018,0.9332089730400062,0.10270287924866141,0.9123713648519505,0.0031422662829132743,0.854782015535241,
PS 36:1,0.2843501842142734,1.1389251413796773,0.05063368667449067,1.2402813123068184,0.6670056946490039,0.9680844664976113,
PS 36:2,0.00044043474062266977,2.1937501892746702,0.0076953748941766065,1.4179568808974112,0.07201411197594984,1.1236979490829957,WT;MARCO
PS 36:3,0.5550459199908854,1.0247692138202753,0.3403103845872218,1.0620514640119072,0.014916040890388243,1.126895460009855,PIK3
PS 36:4,0.0534267441565323,1.2343432433017316,0.00011354186692922994,1.5951117109548325,2.2161191422969943e-06,1.5804322556850436,MARCO;PIK3
PS 38:3,0.27617379696615363,1.2062143838010548,0.014275950161277333,1.4975631299937606,0.052354136688885757,1.132716085688341,MARCO
PS 38:4,0.06476723087791328,0.7781505882643559,0.004849924912916404,1.544026764099001,0.001205275589649265,1.541243337338213,MARCO;PIK3
PS 38:5,0.03237488068285406,1.9375778165989173,0.018926732757265207,1.766403427367865,0.04909096843930271,1.4026174363743666,WT;MARCO;PIK3
PS 40:4,0.7029644182202885,0.9532147182837102,0.0276019503846017,1.4718789484360857,0.21331162202802445,0.859904401653408,MARCO
PS 40:5,0.07441815944559971,1.2760032168287412,0.022930346608361123,1.4087694420453598,0.07157726482679427,1.2421198149938348,MARCO
PS 40:6,0.01885373907800213,1.347799051721646,0.0007245621540073723,1.6599759653744806,0.001051831330484211,1.4528046125206453,WT;MARCO;PIK3
PS 41:5,0.013000324032822481,0.5596605933807519,0.10146840378998875,1.339347297228979,0.6936338315550808,0.9414559777352991,
PS 41:6,0.0018744965293123763,2.049561852231617,0.005187059760698178,1.3228728094832871,0.22325503329969293,1.0781270110723586,WT;MARCO
PS 41:7,4.303644743567426e-06,4.137353257349196,8.662673642340761e-05,1.4307872125556642,0.00029297521014767477,1.2095551639903026,WT;MARCO;PIK3
PS 42:6,0.38361046778079533,1.352719500603031,0.020317446617241504,2.00197497307782,0.5283591484450356,1.2067768381324242,MARCO
PS 42:7,0.14079113064870347,1.3120905877849627,0.030441685026841404,1.4865378356435839,0.9758648456298827,0.9956699193414652,MARCO
PS 42:8,0.03216934247099596,1.3686955790688344,0.008132416839072731,1.5965174798469317,0.005778800379462206,1.4307230435689051,WT;MARCO;PIK3
SM d32:1,0.0002576606140799483,1.6159990489226186,0.0030293109133203715,1.2578541709061697,0.004259861952010065,1.3284460713894324,WT;MARCO;PIK3
SM d32:2,0.8920084343567105,1.0305604649489506,0.8542416716280399,1.035605866663458,0.7706660192464049,0.9309845167288056,
SM d33:1,0.0007729301834833478,1.3882320360405096,8.29253642589219e-05,1.4156172230407698,0.00012901107127362893,1.350925857984741,WT;MARCO;PIK3
SM d34:0,1.024478084068628e-05,8.476625606544529,0.01438653255279922,1.2937328406985071,0.03239028646964279,0.858484724852726,WT;MARCO
SM d34:1,0.0001339259788550752,1.3302552870007491,0.00011982437944664568,1.5250947391225091,7.559579786994218e-05,1.3909656878438843,WT;MARCO;PIK3
SM d34:2,0.000960529964200736,1.6477169669050564,0.024752165619346313,1.2092245829370893,0.008833504215647379,1.2505721280304434,WT;MARCO;PIK3
SM d35:1,0.01424311317153671,1.276962357652225,0.007652381545491039,1.428898802790299,0.02194831235179689,1.221864580461113,WT;MARCO;PIK3
SM d36:1,0.0034243055544933686,1.6123604652049752,0.038180427589723225,1.243368674321037,0.3873356289555571,0.9322212389931386,WT;MARCO
SM d36:2,0.001323000486776056,1.40568516756081,0.0005267563589550427,1.230828386980054,0.00011155190540434724,1.1639601504969725,WT;MARCO;PIK3
SM d38:1,0.006485064930991346,1.699932037866366,0.4105146213094962,1.1437388815451934,0.07405632460342214,0.7193262850223754,WT
SM d38:2,0.9869641358975798,1.0014554938406415,0.3930614925781803,0.9681528230798749,0.06655718049952496,0.9234977241444331,
SM d39:1,0.4229556072716758,1.4194735402934668,0.6973802582305955,1.1455719438076513,0.46974309439278666,0.6933301957848507,
SM d40:1,0.7145134161345962,1.0568265800168588,0.16997097635826966,1.4445907089118848,0.3195482067297998,0.8316505045459008,
SM d40:2,0.010341495122046698,1.5915256821175454,0.02389671959463832,1.4108922250618934,0.9629432767219206,1.0046893437862179,WT;MARCO
SM d41:1,0.6844561933117186,0.9359895978820442,0.31915314241520465,1.3613280757620299,0.11262235069053922,0.6779851241049318,
SM d41:2,0.13004937377689327,1.2282376563295685,0.09365763189580661,1.3037983416486971,0.38995288741494255,0.8945632720606347,
SM d42:1,0.009735036274738354,0.5943717564184419,0.21179897849876486,1.5854137726958981,0.12371885283069124,0.7090795854620181,
SM d42:2,0.88209175983897,1.0176186558438303,0.030637155030684933,1.6133628667914583,0.8928118502922844,0.9881392639929729,MARCO
TAG 40:0,0.008636821376804651,0.588294337451915,0.44889586545253773,1.1074216304451876,0.9812660018951629,1.0028588987723592,
TAG 44:0,0.0007268832071097407,0.6381726563582035,0.2516279311845786,1.2027007492223296,0.6568903861710744,0.9767931658443926,
TAG 46:0,0.003673953023990283,0.6951442894918599,0.32301987256158593,1.1182430338346419,0.8199172613159067,0.9832274043768752,
TAG 46:1,0.015973536459671044,0.7530044371618514,0.18576202035722988,1.2512902023077552,0.9379419635866902,1.0066221175914267,
TAG 46:2,0.167973375503637,0.7450251019167107,0.27842578046515915,1.42769389018471,0.8091737205954515,0.9417642921515305,
TAG 46:4,0.05586059762147704,0.7129683069680903,0.1439720376147885,1.9856158955248084,0.8297781201464405,0.9570611671618771,
TAG 48:0,0.08004587887202115,0.7834073926551107,0.5641313148090678,1.110504703762211,0.27582457699292057,0.8786728819044397,
TAG 48:1,0.626559882256285,0.9413347314423103,0.6523237110925171,1.0827454604784421,0.213289082693169,0.824324148744082,
TAG 48:3,0.8758523859908267,1.0373479515267654,0.852064129082254,0.947248679156392,0.24591537658906745,0.6387379489641108,
TAG 49:1,0.0389074634133837,0.7298845616921424,0.5742081401798547,1.1127296894016254,0.7120603105048904,1.0241714193251519,
TAG 50:0,0.04098837715881047,0.7325761395322384,0.4181979145813841,1.1337002881227913,0.6138357194556878,0.9351381525791062,
TAG 50:1,0.04093615919721091,2.9406862171159815,0.2227012752560797,0.639720769753932,0.030270403151467083,0.27777265610801977,WT
TAG 50:2,0.037706941700466436,4.071332113432845,0.23862227737409453,0.6116779294424858,0.042536646000988776,0.2700924160047956,WT
TAG 50:3,0.07433624034230982,1.8739581136115329,0.5329876798057072,0.826191878132092,0.03327198182241627,0.39622358887234943,
TAG 51:1,0.014106344743920248,0.7611197620790323,0.21697826488113778,1.2303721720237082,0.10351590482854185,1.2181905869697582,
TAG 52:2,0.050270123475165206,3.044597390437882,0.22979300808728004,0.6201473520435867,0.04731240986674944,0.3106865066489169,
TAG 52:3,0.03221205813830721,8.775122686578484,0.18300526387768384,0.5171375735914809,0.03488788248715987,0.13389543912644375,WT
TAG 52:4,0.06243577592046885,3.0149003579748217,0.3200663091993736,0.666383437123243,0.04046022497932133,0.24961359597427502,
TAG 54:4,0.09325048426971702,2.05498036933013,0.28002980459810506,0.679360034241026,0.04206639983815104,0.312705396861976,
TAG 54:5,0.9499568460423707,0.9839393643964259,0.64375108050752,0.8927144057991504,0.11642095718786155,0.49065528030191585,
TAG 54:6,0.27341230590438576,0.8143756381242705,0.5251661370545564,1.0857817460619605,0.12975091976931302,0.8448876888403398,
